locus_tag	ftype	length_bp	gene	EC_number	COG	product
CAICOJHJ_02297	CDS	369	cbeA_4			Cytoskeleton bundling-enhancing antitoxin CbeA
CAICOJHJ_02298	CDS	375	cbtA_3			Cytoskeleton-binding toxin CbtA
CAICOJHJ_02299	CDS	195				hypothetical protein
CAICOJHJ_02300	CDS	330				hypothetical protein
CAICOJHJ_02301	CDS	1059	yeeA		COG1289	Inner membrane protein YeeA
CAICOJHJ_02302	CDS	474	sbmC_1		COG3449	DNA gyrase inhibitor
CAICOJHJ_02303	CDS	1167	dacD	3.4.16.4	COG1686	D-alanyl-D-alanine carboxypeptidase DacD
CAICOJHJ_02304	CDS	1428	sbcB	3.1.11.1	COG2925	Exodeoxyribonuclease I
CAICOJHJ_02305	CDS	1359	plaP		COG0531	Low-affinity putrescine importer PlaP
CAICOJHJ_02306	CDS	951	yhaJ_1			HTH-type transcriptional regulator YhaJ
CAICOJHJ_02307	CDS	825	yeeZ		COG0451	Protein YeeZ
CAICOJHJ_02308	CDS	255	yoeB	3.1.-.-	COG4115	Toxin YoeB
CAICOJHJ_02309	CDS	252	yefM		COG2161	Antitoxin YefM
CAICOJHJ_02310	CDS	900	hisG	2.4.2.17	COG0040	ATP phosphoribosyltransferase
CAICOJHJ_02311	CDS	1305	hisD	1.1.1.23	COG0141	Histidinol dehydrogenase
CAICOJHJ_02312	CDS	1071	hisC	2.6.1.9	COG0079	Histidinol-phosphate aminotransferase
CAICOJHJ_02313	CDS	1068	hisB		COG0131	Histidine biosynthesis bifunctional protein HisB
CAICOJHJ_02314	CDS	591	hisH	2.4.2.-	COG0118	Imidazole glycerol phosphate synthase subunit HisH
CAICOJHJ_02315	CDS	738	hisA	5.3.1.16	COG0106	1-(5-phosphoribosyl)-5-[(5-phosphoribosylamino)methylideneamino] imidazole-4-carboxamide isomerase
CAICOJHJ_02316	CDS	777	hisF	4.1.3.-	COG0107	Imidazole glycerol phosphate synthase subunit HisF
CAICOJHJ_02317	CDS	612	hisI	3.5.4.19	COG0139	Phosphoribosyl-AMP cyclohydrolase
CAICOJHJ_02318	CDS	978	wzzB		COG3765	Chain length determinant protein
CAICOJHJ_02319	CDS	1167	ugd	1.1.1.22	COG1004	UDP-glucose 6-dehydrogenase
CAICOJHJ_02320	CDS	1407	gnd	1.1.1.44	COG0362	6-phosphogluconate dehydrogenase, decarboxylating
CAICOJHJ_02321	CDS	1371	algC_1	5.4.2.2		Phosphomannomutase/phosphoglucomutase
CAICOJHJ_02322	CDS	1440	manC1_1	2.7.7.13	COG0662	Mannose-1-phosphate guanylyltransferase 1
CAICOJHJ_02323	CDS	1206				hypothetical protein
CAICOJHJ_02324	CDS	1008	galE_2	5.1.3.2	COG1087	UDP-glucose 4-epimerase
CAICOJHJ_02325	CDS	1146				hypothetical protein
CAICOJHJ_02326	CDS	1032	glgM	2.4.1.342	COG0438	Alpha-maltose-1-phosphate synthase
CAICOJHJ_02327	CDS	861	pglI	2.4.1.293	COG0463	GalNAc(5)-diNAcBac-PP-undecaprenol beta-1,3-glucosyltransferase
CAICOJHJ_02328	CDS	1344				hypothetical protein
CAICOJHJ_02329	CDS	1239	rfbX		COG2244	Putative O-antigen transporter
CAICOJHJ_02330	CDS	894	galF	2.7.7.9	COG1210	UTP--glucose-1-phosphate uridylyltransferase
CAICOJHJ_02331	CDS	1395				hypothetical protein
CAICOJHJ_02332	CDS	1221	bshA	2.4.1.-	COG0438	N-acetyl-alpha-D-glucosaminyl L-malate synthase
CAICOJHJ_02333	CDS	1281				hypothetical protein
CAICOJHJ_02334	CDS	1479	wzxC		COG2244	Lipopolysaccharide biosynthesis protein WzxC
CAICOJHJ_02335	CDS	1395	wcaJ	2.7.8.31	COG2148	UDP-glucose:undecaprenyl-phosphate glucose-1-phosphate transferase
CAICOJHJ_02336	CDS	1371	algC_2	5.4.2.2		Phosphomannomutase/phosphoglucomutase
CAICOJHJ_02337	CDS	1437	manC1_2	2.7.7.13	COG0662	Mannose-1-phosphate guanylyltransferase 1
CAICOJHJ_02338	CDS	1224	kanE	2.4.1.301		Alpha-D-kanosaminyltransferase
CAICOJHJ_02339	CDS	483	gmm	3.6.1.-	COG0494	GDP-mannose mannosyl hydrolase
CAICOJHJ_02340	CDS	966	fcl	1.1.1.271	COG0451	GDP-L-fucose synthase
CAICOJHJ_02341	CDS	1122	gmd	4.2.1.47	COG1089	GDP-mannose 4,6-dehydratase
CAICOJHJ_02342	CDS	549		2.3.1.-	COG0110	Putative acetyltransferase
CAICOJHJ_02343	CDS	747		2.4.-.-	COG0463	putative glycosyltransferase
CAICOJHJ_02344	CDS	1218				hypothetical protein
CAICOJHJ_02345	CDS	1218				hypothetical protein
CAICOJHJ_02346	CDS	489	cysE_1	2.3.1.30	COG1045	Serine acetyltransferase
CAICOJHJ_02347	CDS	840	wfgD	2.4.1.305		UDP-Glc:alpha-D-GlcNAc-diphosphoundecaprenol beta-1,3-glucosyltransferase WfgD
CAICOJHJ_02348	CDS	2163	wzc	2.7.10.-	COG0489	Tyrosine-protein kinase wzc
CAICOJHJ_02349	CDS	201	wzb	3.1.3.48	COG0394	Low molecular weight protein-tyrosine-phosphatase Wzb
CAICOJHJ_02350	CDS	453				hypothetical protein
CAICOJHJ_02351	CDS	645				hypothetical protein
CAICOJHJ_02352	CDS	1584				hypothetical protein
CAICOJHJ_02353	CDS	1854				hypothetical protein
CAICOJHJ_02354	CDS	582	dcd	3.5.4.13	COG0717	dCTP deaminase
CAICOJHJ_02355	CDS	642	udk	2.7.1.48	COG0572	Uridine kinase
CAICOJHJ_02356	CDS	3318	dgcE	2.7.7.65	COG2202	putative diguanylate cyclase DgcE
CAICOJHJ_02357	CDS	849	alkA	3.2.2.21	COG0122	DNA-3-methyladenine glycosylase 2
CAICOJHJ_02358	CDS	1353	dnaK_2		COG0443	Chaperone protein DnaK
CAICOJHJ_02359	CDS	1941				hypothetical protein
CAICOJHJ_02360	CDS	762				hypothetical protein
CAICOJHJ_02361	CDS	660				hypothetical protein
CAICOJHJ_02362	CDS	147				hypothetical protein
CAICOJHJ_02363	CDS	1248	mdtA			Multidrug resistance protein MdtA
CAICOJHJ_02364	CDS	3123	mdtB			Multidrug resistance protein MdtB
CAICOJHJ_02365	CDS	3078	mdtC		COG0841	Multidrug resistance protein MdtC
CAICOJHJ_02366	CDS	1416	mdtD			Putative multidrug resistance protein MdtD
CAICOJHJ_02367	CDS	1404	baeS	2.7.13.3	COG0642	Signal transduction histidine-protein kinase BaeS
CAICOJHJ_02368	CDS	723	baeR		COG0745	Transcriptional regulatory protein BaeR
CAICOJHJ_02369	CDS	333				hypothetical protein
CAICOJHJ_02370	CDS	606				hypothetical protein
CAICOJHJ_02371	CDS	2109				hypothetical protein
CAICOJHJ_02372	CDS	717				hypothetical protein
CAICOJHJ_02373	CDS	1215				hypothetical protein
CAICOJHJ_02374	CDS	1362	ydcP_2	3.4.-.-	COG0826	putative protease YdcP
CAICOJHJ_02375	CDS	318				hypothetical protein
CAICOJHJ_02376	CDS	900	yegS	2.7.1.-	COG1597	Lipid kinase YegS
CAICOJHJ_02377	CDS	780	srlR_4		COG1349	Glucitol operon repressor
CAICOJHJ_02378	CDS	1041	gatD	1.1.1.251	COG1063	Galactitol 1-phosphate 5-dehydrogenase
CAICOJHJ_02379	CDS	1356	gatC_1		COG3775	PTS system galactitol-specific EIIC component
CAICOJHJ_02380	CDS	285	gatB_1	2.7.1.200	COG3414	PTS system galactitol-specific EIIB component
CAICOJHJ_02381	CDS	453	gatA		COG1762	PTS system galactitol-specific EIIA component
CAICOJHJ_02382	CDS	1263	gatZ		COG4573	D-tagatose-1,6-bisphosphate aldolase subunit GatZ
CAICOJHJ_02383	CDS	855	gatY_1	4.1.2.40	COG0191	D-tagatose-1,6-bisphosphate aldolase subunit GatY
CAICOJHJ_02384	CDS	459				hypothetical protein
CAICOJHJ_02385	CDS	1053	fbaB	4.1.2.13	COG1830	Fructose-bisphosphate aldolase class 1
CAICOJHJ_02386	CDS	1278	yegT			Putative nucleoside transporter YegT
CAICOJHJ_02387	CDS	1005				hypothetical protein
CAICOJHJ_02388	CDS	966	kdgK_1	2.7.1.45		2-dehydro-3-deoxygluconokinase
CAICOJHJ_02389	CDS	747	yvoA		COG2188	HTH-type transcriptional repressor YvoA
CAICOJHJ_02390	CDS	819	acm	3.2.1.17		Lysozyme M1
CAICOJHJ_02391	CDS	801	thiD	2.7.1.49	COG0351	Hydroxymethylpyrimidine/phosphomethylpyrimidine kinase
CAICOJHJ_02392	CDS	789	thiM	2.7.1.50	COG2145	Hydroxyethylthiazole kinase
CAICOJHJ_02393	CDS	120				hypothetical protein
CAICOJHJ_02394	CDS	273	rcnR		COG1937	Transcriptional repressor RcnR
CAICOJHJ_02395	CDS	825	rcnA		COG2215	Nickel/cobalt efflux system RcnA
CAICOJHJ_02396	CDS	339	rcnB		COG5455	Nickel/cobalt homeostasis protein RcnB
CAICOJHJ_02397	CDS	1035	yehA			putative fimbrial-like protein YehA
CAICOJHJ_02398	CDS	2481	yehB		COG3188	Outer membrane usher protein YehB
CAICOJHJ_02399	CDS	675	yehC		COG3121	putative fimbrial chaperone YehC
CAICOJHJ_02400	CDS	543	yehD			putative fimbrial-like protein YehD
CAICOJHJ_02401	CDS	459				hypothetical protein
CAICOJHJ_02402	CDS	282				hypothetical protein
CAICOJHJ_02403	CDS	1110	apbC		COG0489	Iron-sulfur cluster carrier protein
CAICOJHJ_02404	CDS	2034	metG	6.1.1.10	COG0073	Methionine--tRNA ligase
CAICOJHJ_02405	CDS	3789				hypothetical protein
CAICOJHJ_02406	CDS	3633				hypothetical protein
CAICOJHJ_02407	CDS	186				hypothetical protein
CAICOJHJ_02408	CDS	90				hypothetical protein
CAICOJHJ_02409	CDS	1089	yehL		COG0714	putative protein YehL
CAICOJHJ_02410	CDS	2280				hypothetical protein
CAICOJHJ_02411	CDS	1137				hypothetical protein
CAICOJHJ_02412	CDS	2004				hypothetical protein
CAICOJHJ_02413	CDS	462	yehR		COG4808	putative lipoprotein YehR
CAICOJHJ_02414	CDS	471				hypothetical protein
CAICOJHJ_02415	CDS	720	btsR		COG3279	Transcriptional regulatory protein BtsR
CAICOJHJ_02416	CDS	1686	btsS	2.7.13.3	COG3275	Sensor histidine kinase BtsS
CAICOJHJ_02417	CDS	732	mlrA		COG0789	HTH-type transcriptional regulator MlrA
CAICOJHJ_02418	CDS	108				hypothetical protein
CAICOJHJ_02419	CDS	732	yehW		COG1174	Glycine betaine uptake system permease protein YehW
CAICOJHJ_02420	CDS	927	yehX	3.6.3.-	COG1125	Glycine betaine uptake system ATP-binding protein YehX
CAICOJHJ_02421	CDS	1158	yehY		COG1174	Glycine betaine uptake system permease protein YehY
CAICOJHJ_02422	CDS	918	yehZ		COG1732	Glycine betaine-binding protein YehZ
CAICOJHJ_02423	CDS	2268		3.2.1.21	COG1472	Beta-glucosidase BoGH3B
CAICOJHJ_02424	CDS	1716	dld	1.1.5.12	COG0277	Quinone-dependent D-lactate dehydrogenase
CAICOJHJ_02425	CDS	933	pbpG	3.4.21.-	COG1686	D-alanyl-D-alanine endopeptidase
CAICOJHJ_02426	CDS	588	yohC			Inner membrane protein YohC
CAICOJHJ_02427	CDS	579	yohD		COG0586	Inner membrane protein YohD
CAICOJHJ_02428	CDS	387	fabG_3	1.1.1.100		3-oxoacyl-[acyl-carrier-protein] reductase FabG
CAICOJHJ_02429	CDS	309	ydaD	1.-.-.-		General stress protein 39
CAICOJHJ_02430	CDS	1437	srpC			Solvent efflux pump outer membrane protein SrpC
CAICOJHJ_02431	CDS	951	dusC	1.3.1.-	COG0042	tRNA-dihydrouridine(16) synthase
CAICOJHJ_02432	CDS	399				hypothetical protein
CAICOJHJ_02433	CDS	696	yohK_1		COG1346	Inner membrane protein YohK
CAICOJHJ_02434	CDS	885	cdd	3.5.4.5	COG0295	Cytidine deaminase
CAICOJHJ_02435	CDS	720				hypothetical protein
CAICOJHJ_02436	CDS	240				hypothetical protein
CAICOJHJ_02437	CDS	1239	preT	1.3.1.1	COG0493	NAD-dependent dihydropyrimidine dehydrogenase subunit PreT
CAICOJHJ_02438	CDS	1236	preA	1.3.1.1	COG0167	NAD-dependent dihydropyrimidine dehydrogenase subunit PreA
CAICOJHJ_02439	CDS	1011	mglC		COG4211	Galactoside transport system permease protein MglC
CAICOJHJ_02440	CDS	1521	mglA_1	3.6.3.17	COG1129	Galactose/methyl galactoside import ATP-binding protein MglA
CAICOJHJ_02441	CDS	999	mglB		COG1879	D-galactose-binding periplasmic protein
CAICOJHJ_02442	CDS	1041	galS		COG1609	HTH-type transcriptional regulator GalS
CAICOJHJ_02443	CDS	1158				hypothetical protein
CAICOJHJ_02444	CDS	669	folE	3.5.4.16	COG0302	GTP cyclohydrolase 1
CAICOJHJ_02445	CDS	837	yeiG	3.1.2.12	COG0627	S-formylglutathione hydrolase YeiG
CAICOJHJ_02446	CDS	1992	cirA_4		COG4771	Colicin I receptor
CAICOJHJ_02447	CDS	1470	lysP		COG0833	Lysine-specific permease
CAICOJHJ_02448	CDS	882	cysL		COG0583	HTH-type transcriptional regulator CysL
CAICOJHJ_02449	CDS	1050				hypothetical protein
CAICOJHJ_02450	CDS	858	nfo	3.1.21.2	COG0648	Endonuclease 4
CAICOJHJ_02451	CDS	1089	psuK_1	2.7.1.83	COG0524	Pseudouridine kinase
CAICOJHJ_02452	CDS	942	rihB	3.2.2.8	COG1957	Pyrimidine-specific ribonucleoside hydrolase RihB
CAICOJHJ_02453	CDS	699	yeiL		COG0664	Regulatory protein YeiL
CAICOJHJ_02454	CDS	1251	psuT		COG1972	Putative pseudouridine transporter
CAICOJHJ_02455	CDS	591	psuG_1	4.2.1.70	COG2313	Pseudouridine-5'-phosphate glycosidase
CAICOJHJ_02456	CDS	354	psuG_2	4.2.1.70	COG2313	Pseudouridine-5'-phosphate glycosidase
CAICOJHJ_02457	CDS	942	psuK_2	2.7.1.83	COG0524	Pseudouridine kinase
CAICOJHJ_02458	CDS	1692	fruA_1		COG1299	PTS system fructose-specific EIIB'BC component
CAICOJHJ_02459	CDS	939	lacC	2.7.1.144		Tagatose-6-phosphate kinase
CAICOJHJ_02460	CDS	1131	fruB		COG1925	Multiphosphoryl transfer protein
CAICOJHJ_02461	CDS	1182	setB			Sugar efflux transporter B
CAICOJHJ_02462	CDS	255				hypothetical protein
CAICOJHJ_02463	CDS	573	yeiP		COG0231	Elongation factor P-like protein
CAICOJHJ_02464	CDS	1467	por_2	1.1.1.-	COG0246	Polyol:NADP oxidoreductase
CAICOJHJ_02465	CDS	987	yeiR	3.6.-.-	COG0523	Zinc-binding GTPase YeiR
CAICOJHJ_02466	CDS	714	lpxT	2.7.4.29	COG0671	Lipid A 1-diphosphate synthase
CAICOJHJ_02467	CDS	567	mepS_2	3.4.-.-	COG0791	Murein DD-endopeptidase MepS/Murein LD-carboxypeptidase
CAICOJHJ_02468	CDS	1557	pdeN	3.1.4.52	COG2200	putative cyclic di-GMP phosphodiesterase PdeN
CAICOJHJ_02469	CDS	1815	appA_2			Oligopeptide-binding protein AppA
CAICOJHJ_02470	CDS	1095	yejB		COG4174	Inner membrane ABC transporter permease protein YejB
CAICOJHJ_02471	CDS	1026	yejE		COG4239	Inner membrane ABC transporter permease protein YejE
CAICOJHJ_02472	CDS	1590	yejF		COG4172	putative ABC transporter ATP-binding protein YejF
CAICOJHJ_02473	CDS	345	yejG			putative protein YejG
CAICOJHJ_02474	CDS	1191	bcr_2			Bicyclomycin resistance protein
CAICOJHJ_02475	CDS	696	rsuA	5.4.99.19	COG1187	Ribosomal small subunit pseudouridine synthase A
CAICOJHJ_02476	CDS	1761	radD_1	3.6.4.12	COG1061	Putative DNA repair helicase RadD
CAICOJHJ_02477	CDS	285	rplY		COG1825	50S ribosomal protein L25
CAICOJHJ_02478	CDS	1008	yejK		COG3081	Nucleoid-associated protein YejK
CAICOJHJ_02479	CDS	228				hypothetical protein
CAICOJHJ_02480	CDS	1761	yejM		COG3083	Inner membrane protein YejM
CAICOJHJ_02481	tRNA	77				tRNA-Pro(ggg)
CAICOJHJ_02482	CDS	156				hypothetical protein
CAICOJHJ_02483	CDS	99				hypothetical protein
CAICOJHJ_02484	CDS	390				hypothetical protein
CAICOJHJ_02485	CDS	204				hypothetical protein
CAICOJHJ_02486	CDS	648	narL_2		COG2197	Nitrate/nitrite response regulator protein NarL
CAICOJHJ_02487	CDS	1053	ccmH_1		COG3088	Cytochrome c-type biogenesis protein CcmH
CAICOJHJ_02488	CDS	558	dsbE		COG0526	Thiol:disulfide interchange protein DsbE
CAICOJHJ_02489	CDS	1944	ccmF_1		COG1138	Cytochrome c-type biogenesis protein CcmF
CAICOJHJ_02490	CDS	480	ccmE		COG2332	Cytochrome c-type biogenesis protein CcmE
CAICOJHJ_02491	CDS	210	ccmD		COG3114	Heme exporter protein D
CAICOJHJ_02492	CDS	738	ccmC		COG0755	Heme exporter protein C
CAICOJHJ_02493	CDS	663	ccmB		COG2386	Heme exporter protein B
CAICOJHJ_02494	CDS	618	ccmA	3.6.3.41	COG4133	Cytochrome c biogenesis ATP-binding export protein CcmA
CAICOJHJ_02495	CDS	603	napC		COG3005	Cytochrome c-type protein NapC
CAICOJHJ_02496	CDS	450	napB		COG3043	Periplasmic nitrate reductase, electron transfer subunit
CAICOJHJ_02497	CDS	864	napH		COG0348	Ferredoxin-type protein NapH
CAICOJHJ_02498	CDS	696	napG		COG1145	Ferredoxin-type protein NapG
CAICOJHJ_02499	CDS	2487	napA	1.9.6.1	COG0243	Periplasmic nitrate reductase
CAICOJHJ_02500	CDS	264	napD		COG3062	Chaperone NapD
CAICOJHJ_02501	CDS	495	napF		COG1145	Ferredoxin-type protein NapF
CAICOJHJ_02502	CDS	165				hypothetical protein
CAICOJHJ_02503	CDS	489	eco		COG4574	Ecotin
CAICOJHJ_02504	CDS	1647	mqo	1.1.5.4	COG0579	Malate:quinone oxidoreductase
CAICOJHJ_02505	CDS	1644	yojI		COG4615	ABC transporter ATP-binding/permease protein YojI
CAICOJHJ_02506	CDS	651	alkB	1.14.11.33	COG3145	Alpha-ketoglutarate-dependent dioxygenase AlkB
CAICOJHJ_02507	CDS	1065	ada		COG0350	Bifunctional transcriptional activator/DNA repair enzyme Ada
CAICOJHJ_02508	CDS	1056	apbE	2.7.1.180	COG1477	FAD:protein FMN transferase
CAICOJHJ_02509	CDS	1128	ompC		COG3203	Outer membrane protein C
CAICOJHJ_02510	CDS	2673	rcsD	2.7.2.-	COG2198	Phosphotransferase RcsD
CAICOJHJ_02511	CDS	651	rcsB_2		COG2197	Transcriptional regulatory protein RcsB
CAICOJHJ_02512	CDS	2850	rcsC	2.7.13.3		Sensor histidine kinase RcsC
CAICOJHJ_02513	CDS	1827	atoS	2.7.13.3	COG0642	Signal transduction histidine-protein kinase AtoS
CAICOJHJ_02514	CDS	1386	atoC		COG2204	Regulatory protein AtoC
CAICOJHJ_02515	CDS	663	atoD	2.8.3.8	COG1788	Acetate CoA-transferase subunit alpha
CAICOJHJ_02516	CDS	651	atoA	2.8.3.8	COG2057	Acetate CoA-transferase subunit beta
CAICOJHJ_02517	CDS	1323	atoE		COG2031	Putative short-chain fatty acid transporter
CAICOJHJ_02518	CDS	1185	atoB	2.3.1.9	COG0183	Acetyl-CoA acetyltransferase
CAICOJHJ_02519	CDS	777				hypothetical protein
CAICOJHJ_02520	CDS	1650				hypothetical protein
CAICOJHJ_02521	CDS	4395				hypothetical protein
CAICOJHJ_02522	CDS	624				hypothetical protein
CAICOJHJ_02523	CDS	1689				hypothetical protein
CAICOJHJ_02524	CDS	2628	gyrA	5.99.1.3	COG0188	DNA gyrase subunit A
CAICOJHJ_02525	CDS	723	ubiG	2.1.1.222	COG2227	Ubiquinone biosynthesis O-methyltransferase
CAICOJHJ_02526	CDS	3765	yfaL		COG3468	putative autotransporter YfaL
CAICOJHJ_02527	CDS	2286	nrdA	1.17.4.1	COG0209	Ribonucleoside-diphosphate reductase 1 subunit alpha
CAICOJHJ_02528	CDS	1131	nrdB	1.17.4.1	COG0208	Ribonucleoside-diphosphate reductase 1 subunit beta
CAICOJHJ_02529	CDS	255	ascD	1.17.1.-		CDP-6-deoxy-L-threo-D-glycero-4-hexulose-3-dehydrase reductase
CAICOJHJ_02530	CDS	651	inaA			Protein InaA
CAICOJHJ_02531	CDS	1077	glpQ	3.1.4.46	COG0584	Glycerophosphodiester phosphodiesterase, periplasmic
CAICOJHJ_02532	CDS	1359	glpT		COG2271	Glycerol-3-phosphate transporter
CAICOJHJ_02533	CDS	1629	glpA	1.1.5.3	COG0578	Anaerobic glycerol-3-phosphate dehydrogenase subunit A
CAICOJHJ_02534	CDS	1260	glpB	1.1.5.3	COG3075	Anaerobic glycerol-3-phosphate dehydrogenase subunit B
CAICOJHJ_02535	CDS	1191	glpC		COG0247	Anaerobic glycerol-3-phosphate dehydrogenase subunit C
CAICOJHJ_02536	CDS	927	rpnA_1	3.1.21.-	COG5464	Recombination-promoting nuclease RpnA
CAICOJHJ_02537	CDS	804	rhmA	4.1.2.53	COG3836	2-keto-3-deoxy-L-rhamnonate aldolase
CAICOJHJ_02538	CDS	1290	rhmT			Inner membrane transport protein RhmT
CAICOJHJ_02539	CDS	1206	rhmD	4.2.1.90	COG4948	L-rhamnonate dehydratase
CAICOJHJ_02540	CDS	783	rhmR		COG1414	putative HTH-type transcriptional regulator RhmR
CAICOJHJ_02541	CDS	1203	pncC_1	3.5.1.42	COG1058	Nicotinamide-nucleotide amidohydrolase PncC
CAICOJHJ_02542	CDS	543				hypothetical protein
CAICOJHJ_02543	CDS	426	nudI	3.6.1.9	COG0494	Nucleoside triphosphatase NudI
CAICOJHJ_02544	CDS	603	ais	3.1.3.-		Lipopolysaccharide core heptose(II)-phosphate phosphatase
CAICOJHJ_02545	CDS	1158	arnB	2.6.1.87	COG0399	UDP-4-amino-4-deoxy-L-arabinose--oxoglutarate aminotransferase
CAICOJHJ_02546	CDS	969	arnC	2.4.2.53	COG0463	Undecaprenyl-phosphate 4-deoxy-4-formamido-L-arabinose transferase
CAICOJHJ_02547	CDS	1983	arnA		COG0223	Bifunctional polymyxin resistance protein ArnA
CAICOJHJ_02548	CDS	891	arnD	3.5.1.-	COG0726	putative 4-deoxy-4-formamido-L-arabinose-phosphoundecaprenol deformylase ArnD
CAICOJHJ_02549	CDS	1653	arnT	2.4.2.43	COG1807	Undecaprenyl phosphate-alpha-4-amino-4-deoxy-L-arabinose arabinosyl transferase
CAICOJHJ_02550	CDS	336	arnE		COG0697	putative 4-amino-4-deoxy-L-arabinose-phosphoundecaprenol flippase subunit ArnE
CAICOJHJ_02551	CDS	387	arnF		COG0697	putative 4-amino-4-deoxy-L-arabinose-phosphoundecaprenol flippase subunit ArnF
CAICOJHJ_02552	CDS	267	pmrD			Signal transduction protein PmrD
CAICOJHJ_02553	CDS	1356	menE	6.2.1.26	COG0318	2-succinylbenzoate--CoA ligase
CAICOJHJ_02554	CDS	963	menC	4.2.1.113	COG1441	o-succinylbenzoate synthase
CAICOJHJ_02555	CDS	858	menB	4.1.3.36	COG0447	1,4-dihydroxy-2-naphthoyl-CoA synthase
CAICOJHJ_02556	CDS	759	menH	4.2.99.20	COG0596	2-succinyl-6-hydroxy-2,4-cyclohexadiene-1-carboxylate synthase
CAICOJHJ_02557	CDS	1671	menD	2.2.1.9	COG1165	2-succinyl-5-enolpyruvyl-6-hydroxy-3-cyclohexene-1-carboxylate synthase
CAICOJHJ_02558	CDS	1296	menF	5.4.4.2	COG1169	Isochorismate synthase MenF
CAICOJHJ_02559	CDS	306	elaB		COG4575	Protein ElaB
CAICOJHJ_02560	CDS	462				hypothetical protein
CAICOJHJ_02561	CDS	918	rbn	3.1.-.-	COG1234	Ribonuclease BN
CAICOJHJ_02562	CDS	1743				hypothetical protein
CAICOJHJ_02563	CDS	897		3.4.11.10		Bacterial leucyl aminopeptidase
CAICOJHJ_02564	CDS	504	yfbM			Protein YfbM
CAICOJHJ_02565	CDS	1458	nuoN	1.6.5.11	COG1007	NADH-quinone oxidoreductase subunit N
CAICOJHJ_02566	CDS	1530	nuoM	1.6.5.11	COG1008	NADH-quinone oxidoreductase subunit M
CAICOJHJ_02567	CDS	1842	nuoL	1.6.5.11	COG1009	NADH-quinone oxidoreductase subunit L
CAICOJHJ_02568	CDS	303	nuoK	1.6.5.11	COG0713	NADH-quinone oxidoreductase subunit K
CAICOJHJ_02569	CDS	555	nuoJ	1.6.5.11	COG0839	NADH-quinone oxidoreductase subunit J
CAICOJHJ_02570	CDS	543	nuoI	1.6.5.11	COG1143	NADH-quinone oxidoreductase subunit I
CAICOJHJ_02571	CDS	978	nuoH	1.6.5.11	COG1005	NADH-quinone oxidoreductase subunit H
CAICOJHJ_02572	CDS	2727	nuoG	1.6.5.11	COG1034	NADH-quinone oxidoreductase subunit G
CAICOJHJ_02573	CDS	1338	nuoF	1.6.5.11	COG1894	NADH-quinone oxidoreductase subunit F
CAICOJHJ_02574	CDS	501	nuoE	1.6.5.11	COG1905	NADH-quinone oxidoreductase subunit E
CAICOJHJ_02575	CDS	1803	nuoC	1.6.5.11	COG0649	NADH-quinone oxidoreductase subunit C/D
CAICOJHJ_02576	CDS	663	nuoB	1.6.5.11	COG0377	NADH-quinone oxidoreductase subunit B
CAICOJHJ_02577	CDS	444	ndhC	1.6.5.-		NAD(P)H-quinone oxidoreductase subunit 3
CAICOJHJ_02578	CDS	165				hypothetical protein
CAICOJHJ_02579	CDS	939	gltC_2			HTH-type transcriptional regulator GltC
CAICOJHJ_02580	CDS	1218	alaA	2.6.1.2	COG0436	Glutamate-pyruvate aminotransferase AlaA
CAICOJHJ_02581	CDS	600	yfbR	3.1.3.89	COG1896	5'-deoxynucleotidase YfbR
CAICOJHJ_02582	CDS	1833	sdcS		COG0471	Sodium-dependent dicarboxylate transporter SdcS
CAICOJHJ_02583	CDS	651	hxpA	3.1.3.22	COG0637	Hexitol phosphatase A
CAICOJHJ_02584	CDS	495				hypothetical protein
CAICOJHJ_02585	CDS	456				hypothetical protein
CAICOJHJ_02586	CDS	1203	ackA	2.7.2.1	COG0282	Acetate kinase
CAICOJHJ_02587	CDS	2145	pta	2.3.1.8	COG0280	Phosphate acetyltransferase
CAICOJHJ_02588	CDS	1479				hypothetical protein
CAICOJHJ_02589	CDS	543	yfcD	3.6.-.-		putative Nudix hydrolase YfcD
CAICOJHJ_02590	CDS	552	yfcE	3.1.4.-	COG0622	Phosphodiesterase YfcE
CAICOJHJ_02591	CDS	645	yfcF	2.5.1.18	COG0625	Glutathione S-transferase YfcF
CAICOJHJ_02592	CDS	648	yfcG	1.8.4.-	COG0625	Disulfide-bond oxidoreductase YfcG
CAICOJHJ_02593	CDS	363	folX	5.1.99.-	COG1539	Dihydroneopterin triphosphate 2'-epimerase
CAICOJHJ_02594	CDS	894				Epimerase family protein
CAICOJHJ_02595	CDS	774	hisP		COG4598	Histidine transport ATP-binding protein HisP
CAICOJHJ_02596	CDS	717	hisM		COG4160	Histidine transport system permease protein HisM
CAICOJHJ_02597	CDS	687	hisQ		COG4215	Histidine transport system permease protein HisQ
CAICOJHJ_02598	CDS	783	hisJ		COG0834	Histidine-binding periplasmic protein
CAICOJHJ_02599	CDS	459	argT_1		COG0834	Lysine/arginine/ornithine-binding periplasmic protein
CAICOJHJ_02600	CDS	207	argT_2		COG0834	Lysine/arginine/ornithine-binding periplasmic protein
CAICOJHJ_02601	CDS	570	ubiX	2.5.1.129	COG0163	Flavin prenyltransferase UbiX
CAICOJHJ_02602	CDS	1518	purF	2.4.2.14	COG0034	Amidophosphoribosyltransferase
CAICOJHJ_02603	CDS	489	cvpA		COG1286	Colicin V production protein
